""	"Fgutabs"	"k_a"	"k_e"	"V_dist"
1	0.685	1.1785	0.0677	54.6804
1	0.781	1.1685	0.0733	55.8804
1	0.877	1.1585	0.0789	57.0804
1	0.973	1.1485	0.0845	58.2804
1	0.931	1.1385	0.0901	59.4804
1	0.835	1.1285	0.0957	59.3196
1	0.739	1.1185	0.1013	58.1196
1	0.643	1.1085	0.1069	56.9196
1	0.653	1.0985	0.1125	55.7196
1	0.749	1.0885	0.1181	54.5196
1	0.845	1.0785	0.1237	53.3196
1	0.941	1.0685	0.1293	52.1196
1	0.963	1.0585	0.1349	50.9196
1	0.867	1.0485	0.1405	49.7196
1	0.771	1.0385	0.1461	48.5196
1	0.675	1.0285	0.1517	47.3196
1	0.621	1.0185	0.1573	46.1196
1	0.717	1.0085	0.1629	44.9196
1	0.813	0.9985	0.1685	43.7196
1	0.909	0.9885	0.1741	42.5196
1	0.995	0.9785	0.1797	41.3196
1	0.899	0.9685	0.1853	40.1196
1	0.803	0.9585	0.1909	38.9196
1	0.707	0.9485	0.1965	37.7196
1	0.611	0.9385	0.2021	36.5196
1	0.685	0.9285	0.2077	35.3196
1	0.781	0.9185	0.2133	34.1196
1	0.877	0.9085	0.2189	32.9196
1	0.973	0.8985	0.2245	31.7196
1	0.931	0.8885	0.2301	30.5196
1	0.835	0.8785	0.2357	29.3196
1	0.739	0.8685	0.2413	28.1196
1	0.643	0.8585	0.2469	26.9196
1	0.653	0.8485	0.2525	25.7196
1	0.749	0.8385	0.2581	24.5196
1	0.845	0.8285	0.2637	23.3196
1	0.941	0.8185	0.2693	22.1196
1	0.963	0.8085	0.2749	20.9196
1	0.867	0.7985	0.2805	20.2804
1	0.771	0.7885	0.2861	21.4804
1	0.675	0.7785	0.2917	22.6804
1	0.621	0.7685	0.2973	23.8804
1	0.717	0.7585	0.2971	25.0804
1	0.813	0.7485	0.2915	26.2804
1	0.909	0.7385	0.2859	27.4804
1	0.995	0.7285	0.2803	28.6804
1	0.899	0.7185	0.2747	29.8804
1	0.803	0.7085	0.2691	31.0804
1	0.707	0.6985	0.2635	32.2804
1	0.611	0.6885	0.2579	33.4804
1	0.685	0.6785	0.2523	34.6804
1	0.781	0.6685	0.2467	35.8804
1	0.877	0.6585	0.2411	37.0804
1	0.973	0.6485	0.2355	38.2804
1	0.931	0.6385	0.2299	39.4804
1	0.835	0.6285	0.2243	40.6804
1	0.739	0.6185	0.2187	41.8804
1	0.643	0.6085	0.2131	43.0804
1	0.653	0.5985	0.2075	44.2804
1	0.749	0.5885	0.2019	45.4804
1	0.845	0.5785	0.1963	46.6804
1	0.941	0.5685	0.1907	47.8804
1	0.963	0.5585	0.1851	49.0804
1	0.867	0.5485	0.1795	50.2804
1	0.771	0.5385	0.1739	51.4804
1	0.675	0.5285	0.1683	52.6804
1	0.621	0.5185	0.1627	53.8804
1	0.717	0.5085	0.1571	55.0804
1	0.813	0.5015	0.1515	56.2804
1	0.909	0.5115	0.1459	57.4804
1	0.995	0.5215	0.1403	58.6804
1	0.899	0.5315	0.1347	59.8804
1	0.803	0.5415	0.1291	58.9196
1	0.707	0.5515	0.1235	57.7196
1	0.611	0.5615	0.1179	56.5196
1	0.685	0.5715	0.1123	55.3196
1	0.781	0.5815	0.1067	54.1196
1	0.877	0.5915	0.1011	52.9196
1	0.973	0.6015	0.0955	51.7196
1	0.931	0.6115	0.0899	50.5196
1	0.835	0.6215	0.0843	49.3196
1	0.739	0.6315	0.0787	48.1196
1	0.7615	1.4862	0.0991	20.6361
1	0.7655	1.2738	0.0935	21.8361
1	0.7695	1.0338	0.0879	23.0361
1	0.7735	0.7938	0.0823	24.2361
1	0.7775	0.5538	0.0767	25.4361
1	0.7815	0.6862	0.0711	26.6361
1	0.7855	0.9262	0.0655	27.8361
1	0.7895	1.1662	0.0599	29.0361
1	0.7935	1.4062	0.0543	30.2361
1	0.7975	1.3538	0.0487	31.4361
1	0.8015	1.1138	0.0431	32.6361
1	0.8055	0.8738	0.0375	33.8361
1	0.8095	0.6338	0.0319	35.0361
1	0.8135	0.6062	0.0263	36.2361
1	0.8175	0.8462	0.0207	37.4361
1	0.8215	1.0862	0.0249	38.6361
1	0.8255	1.3262	0.0305	39.8361
1	0.8295	1.4338	0.0361	41.0361
1	0.8335	1.1938	0.0417	42.2361
1	0.8375	0.9538	0.0473	43.4361
1	0.8415	0.7138	0.0529	44.6361
1	0.8455	0.5262	0.0585	45.8361
1	0.8495	0.7662	0.0641	47.0361
1	0.8535	1.0062	0.0697	48.2361
1	0.8575	1.2462	0.0753	49.4361
1	0.8615	1.4862	0.0809	50.6361
1	0.8655	1.2738	0.0865	51.8361
1	0.8695	1.0338	0.0921	53.0361
1	0.8735	0.7938	0.0977	54.2361
1	0.8775	0.5538	0.1033	55.4361
1	0.8815	0.6862	0.1089	56.6361
1	0.8855	0.9262	0.1145	57.8361
1	0.8895	1.1662	0.1201	59.0361
1	0.8935	1.4062	0.1257	59.7639
1	0.8975	1.3538	0.1313	58.5639
1	0.9015	1.1138	0.1369	57.3639
1	0.9055	0.8738	0.1425	56.1639
1	0.9095	0.6338	0.1481	54.9639
1	0.9135	0.6062	0.1537	53.7639
1	0.9175	0.8462	0.1593	52.5639
1	0.9215	1.0862	0.1649	51.3639
1	0.9255	1.3262	0.1705	50.1639
1	0.9295	1.4338	0.1761	48.9639
1	0.9335	1.1938	0.1817	47.7639
1	0.9375	0.9538	0.1873	46.5639
1	0.9415	0.7138	0.1929	45.3639
1	0.9455	0.5262	0.1985	44.1639
1	0.9495	0.7662	0.2041	42.9639
1	0.9535	1.0062	0.2097	41.7639
1	0.9575	1.2462	0.2153	40.5639
1	0.9615	1.4862	0.2209	39.3639
1	0.9655	1.2738	0.2265	38.1639
1	0.9695	1.0338	0.2321	36.9639
1	0.9735	0.7938	0.2377	35.7639
1	0.9775	0.5538	0.2433	34.5639
1	0.9815	0.6862	0.2489	33.3639
1	0.9855	0.9262	0.2545	32.1639
1	0.9895	1.1662	0.2601	30.9639
1	0.9935	1.4062	0.2657	29.7639
1	0.9975	1.3538	0.2713	28.5639
1	0.9985	1.1138	0.2769	27.3639
1	0.9945	0.8738	0.2825	26.1639
1	0.9905	0.6338	0.2881	24.9639
1	0.9865	0.6062	0.2937	23.7639
1	0.9825	0.8462	0.2993	22.5639
1	0.9785	1.0862	0.2951	21.3639
1	0.9745	1.3262	0.2895	20.1639
1	0.9705	1.4338	0.2839	21.0361
1	0.9665	1.1938	0.2783	22.2361
1	0.9625	0.9538	0.2727	23.4361
1	0.9585	0.7138	0.2671	24.6361
1	0.9545	0.5262	0.2615	25.8361
1	0.9505	0.7662	0.2559	27.0361
1	0.9465	1.0062	0.2503	28.2361
1	0.9425	1.2462	0.2447	29.4361
1	0.9385	1.4862	0.2391	30.6361
1	0.9345	1.2738	0.2335	31.8361
1	0.9305	1.0338	0.2279	33.0361
1	0.9265	0.7938	0.2223	34.2361
1	0.9225	0.5538	0.2167	35.4361
1	0.9185	0.6862	0.2111	36.6361
1	0.9145	0.9262	0.2055	37.8361
1	0.9105	1.1662	0.1999	39.0361
1	0.9065	1.4062	0.1943	40.2361
1	0.9025	1.3538	0.1887	41.4361
1	0.8985	1.1138	0.1831	42.6361
1	0.8945	0.8738	0.1775	43.8361
1	0.8905	0.6338	0.1719	45.0361
1	0.8865	0.6062	0.1663	46.2361
1	0.8825	0.8462	0.1607	47.4361
1	0.8785	1.0862	0.1551	48.6361
1	0.8745	1.3262	0.1495	49.8361
1	0.8705	1.4338	0.1439	51.0361
1	0.8665	1.1938	0.1383	52.2361
1	0.8625	0.9538	0.1327	53.4361
1	0.8585	0.7138	0.1271	54.6361
1	0.8545	0.5262	0.1215	55.8361
1	0.8505	0.7662	0.1159	57.0361
1	0.8465	1.0062	0.1103	58.2361
1	0.8425	1.2462	0.1047	59.4361
1	0.8385	1.4862	0.0991	59.3639
1	0.8345	1.2738	0.0935	58.1639
1	0.8305	1.0338	0.0879	56.9639
1	0.8265	0.7938	0.0823	55.7639
1	0.8225	0.5538	0.0767	54.5639
1	0.8185	0.6862	0.0711	53.3639
1	0.8145	0.9262	0.0655	52.1639
1	0.8105	1.1662	0.0599	50.9639
1	0.8065	1.4062	0.0543	49.7639
1	0.8025	1.3538	0.0487	48.5639
1	0.7985	1.1138	0.0431	47.3639
1	0.7945	0.8738	0.0375	46.1639
1	0.7905	0.6338	0.0319	44.9639
1	0.7865	0.6062	0.0263	43.7639
1	0.7825	0.8462	0.0207	42.5639
1	0.7785	1.0862	0.0249	41.3639
1	0.7745	1.3262	0.0305	40.1639
1	0.7705	1.4338	0.0361	38.9639
1	0.7665	1.1938	0.0417	37.7639
1	0.7625	0.9538	0.0473	36.5639
1	0.7585	0.7138	0.0529	35.3639
1	0.7545	0.5262	0.0585	34.1639
1	0.7505	0.7662	0.0641	32.9639
1	0.7465	1.0062	0.0697	31.7639
1	0.7425	1.2462	0.0753	30.5639
1	0.7385	1.4862	0.0809	29.3639
1	0.7345	1.2738	0.0865	28.1639
1	0.7305	1.0338	0.0921	26.9639
1	0.7265	0.7938	0.0977	25.7639
1	0.7225	0.5538	0.1033	24.5639
1	0.7185	0.6862	0.1089	23.3639
1	0.7145	0.9262	0.1145	22.1639
1	0.7105	1.1662	0.1201	20.9639
1	0.7065	1.4062	0.1257	20.2361
1	0.7025	1.3538	0.1313	21.4361
1	0.6985	1.1138	0.1369	22.6361
1	0.6945	0.8738	0.1425	23.8361
1	0.6905	0.6338	0.1481	25.0361
1	0.6865	0.6062	0.1537	26.2361
1	0.6825	0.8462	0.1593	27.4361
1	0.6785	1.0862	0.1649	28.6361
1	0.6745	1.3262	0.1705	29.8361
1	0.6705	1.4338	0.1761	31.0361
1	0.6665	1.1938	0.1817	32.2361
1	0.6625	0.9538	0.1873	33.4361
1	0.6585	0.7138	0.1929	34.6361
1	0.6545	0.5262	0.1985	35.8361
1	0.6505	0.7662	0.2041	37.0361
1	0.6465	1.0062	0.2097	38.2361
1	0.6425	1.2462	0.2153	39.4361
1	0.6385	1.4862	0.2209	40.6361
1	0.6345	1.2738	0.2265	41.8361
1	0.6305	1.0338	0.2321	43.0361
1	0.6265	0.7938	0.2377	44.2361
1	0.6225	0.5538	0.2433	45.4361
1	0.6185	0.6862	0.2489	46.6361
1	0.6145	0.9262	0.2545	47.8361
1	0.6105	1.1662	0.2601	49.0361
1	0.6065	1.4062	0.2657	50.2361
1	0.6025	1.3538	0.2713	51.4361
1	0.6015	1.1138	0.2769	52.6361
1	0.6055	0.8738	0.2825	53.8361
1	0.6095	0.6338	0.2881	55.0361
1	0.6135	0.6062	0.2937	56.2361
1	0.6175	0.8462	0.2993	57.4361
1	0.6215	1.0862	0.2951	58.6361
1	0.6255	1.3262	0.2895	59.8361
1	0.6295	1.4338	0.2839	58.9639
1	0.6335	1.1938	0.2783	57.7639
1	0.6375	0.9538	0.2727	56.5639
1	0.6415	0.7138	0.2671	55.3639
1	0.6455	0.5262	0.2615	54.1639
1	0.6495	0.7662	0.2559	52.9639
1	0.6535	1.0062	0.2503	51.7639
1	0.6575	1.2462	0.2447	50.5639
1	0.6615	1.4862	0.2391	49.3639
1	0.6655	1.2738	0.2335	48.1639
1	0.6695	1.0338	0.2279	46.9639
1	0.6735	0.7938	0.2223	45.7639
1	0.6775	0.5538	0.2167	44.5639
1	0.6815	0.6862	0.2111	43.3639
1	0.6855	0.9262	0.2055	42.1639
1	0.6895	1.1662	0.1999	40.9639
1	0.6935	1.4062	0.1943	39.7639
1	0.6975	1.3538	0.1887	38.5639
1	0.7015	1.1138	0.1831	37.3639
1	0.7055	0.8738	0.1775	36.1639
1	0.7095	0.6338	0.1719	34.9639
1	0.7135	0.6062	0.1663	33.7639
1	0.7175	0.8462	0.1607	32.5639
1	0.7215	1.0862	0.1551	31.3639
1	0.7255	1.3262	0.1495	30.1639
1	0.7295	1.4338	0.1439	28.9639
1	0.7335	1.1938	0.1383	27.7639
1	0.7375	0.9538	0.1327	26.5639
1	0.7415	0.7138	0.1271	25.3639
1	0.7455	0.5262	0.1215	24.1639
1	0.7495	0.7662	0.1159	22.9639
1	0.7535	1.0062	0.1103	21.7639
1	0.7575	1.2462	0.1047	20.5639
1	0.6451	1.2309	0.0839	55.278
1	0.6411	1.2509	0.0233	54.078
1	0.6371	1.2709	0.0905	52.878
1	0.6331	1.2909	0.1577	51.678
1	0.6291	1.3109	0.2249	50.478
1	0.6251	1.3309	0.2921	49.278
1	0.6211	1.3509	0.2407	48.078
1	0.6171	1.3709	0.1735	46.878
1	0.6131	1.3909	0.1063	45.678
1	0.6091	1.4109	0.0391	44.478
1	0.6051	1.4309	0.0681	43.278
1	0.6011	1.4509	0.1353	42.078
1	0.6029	1.4709	0.2025	40.878
1	0.6069	1.4909	0.2697	39.678
1	0.6109	1.4891	0.2631	38.478
1	0.6149	1.4691	0.1959	37.278
1	0.6189	1.4491	0.1287	36.078
1	0.6229	1.4291	0.0615	34.878
1	0.6269	1.4091	0.0457	33.678
1	0.6309	1.3891	0.1129	32.478
1	0.6349	1.3691	0.1801	31.278
1	0.6389	1.3491	0.2473	30.078
1	0.6429	1.3291	0.2855	28.878
1	0.6469	1.3091	0.2183	27.678
1	0.6509	1.2891	0.1511	26.478
1	0.6549	1.2691	0.0839	25.278
1	0.6589	1.2491	0.0233	24.078
1	0.6629	1.2291	0.0905	22.878
1	0.6669	1.2091	0.1577	21.678
1	0.6709	1.1891	0.2249	20.478
1	0.6749	1.1691	0.2921	20.722
1	0.6789	1.1491	0.2407	21.922
1	0.6829	1.1291	0.1735	23.122
1	0.6869	1.1091	0.1063	24.322
1	0.6909	1.0891	0.0391	25.522
1	0.6949	1.0691	0.0681	26.722
1	0.6989	1.0491	0.1353	27.922
1	0.7029	1.0291	0.2025	29.122
1	0.7069	1.0091	0.2697	30.322
1	0.7109	0.9891	0.2631	31.522
1	0.7149	0.9691	0.1959	32.722
1	0.7189	0.9491	0.1287	33.922
1	0.7229	0.9291	0.0615	35.122
1	0.7269	0.9091	0.0457	36.322
1	0.7309	0.8891	0.1129	37.522
1	0.7349	0.8691	0.1801	38.722
1	0.7389	0.8491	0.2473	39.922
1	0.7429	0.8291	0.2855	41.122
1	0.7469	0.8091	0.2183	42.322
1	0.7509	0.7891	0.1511	43.522
1	0.7549	0.7691	0.0839	44.722
1	0.7589	0.7491	0.0233	45.922
1	0.7629	0.7291	0.0905	47.122
1	0.7669	0.7091	0.1577	48.322
1	0.7709	0.6891	0.2249	49.522
1	0.7749	0.6691	0.2921	50.722
1	0.7789	0.6491	0.2407	51.922
1	0.7829	0.6291	0.1735	53.122
1	0.7869	0.6091	0.1063	54.322
1	0.7909	0.5891	0.0391	55.522
1	0.7949	0.5691	0.0681	56.722
1	0.7989	0.5491	0.1353	57.922
1	0.8029	0.5291	0.2025	59.122
1	0.8069	0.5091	0.2697	59.678
1	0.8109	0.5109	0.2631	58.478
1	0.8149	0.5309	0.1959	57.278
1	0.8189	0.5509	0.1287	56.078
1	0.8229	0.5709	0.0615	54.878
1	0.8269	0.5909	0.0457	53.678
1	0.8309	0.6109	0.1129	52.478
1	0.8349	0.6309	0.1801	51.278
1	0.8389	0.6509	0.2473	50.078
1	0.8429	0.6709	0.2855	48.878
1	0.8469	0.6909	0.2183	47.678
1	0.8509	0.7109	0.1511	46.478
1	0.8549	0.7309	0.0839	45.278
1	0.8589	0.7509	0.0233	44.078
1	0.8629	0.7709	0.0905	42.878
1	0.8669	0.7909	0.1577	41.678
1	0.8709	0.8109	0.2249	40.478
1	0.8749	0.8309	0.2921	39.278
1	0.8789	0.8509	0.2407	38.078
1	0.8829	0.8709	0.1735	36.878
1	0.8869	0.8909	0.1063	35.678
1	0.8909	0.9109	0.0391	34.478
1	0.8949	0.9309	0.0681	33.278
1	0.8989	0.9509	0.1353	32.078
1	0.9029	0.9709	0.2025	30.878
1	0.9069	0.9909	0.2697	29.678
1	0.9109	1.0109	0.2631	28.478
1	0.9149	1.0309	0.1959	27.278
1	0.9189	1.0509	0.1287	26.078
1	0.9229	1.0709	0.0615	24.878
1	0.9269	1.0909	0.0457	23.678
1	0.9309	1.1109	0.1129	22.478
1	0.9349	1.1309	0.1801	21.278
1	0.9389	1.1509	0.2473	20.078
1	0.9429	1.1709	0.2855	21.122
1	0.9469	1.1909	0.2183	22.322
1	0.9509	1.2109	0.1511	23.522
1	0.9549	1.2309	0.0839	24.722
1	0.9589	1.2509	0.0233	25.922
1	0.9629	1.2709	0.0905	27.122
1	0.9669	1.2909	0.1577	28.322
1	0.9709	1.3109	0.2249	29.522
1	0.9749	1.3309	0.2921	30.722
1	0.9789	1.3509	0.2407	31.922
1	0.9829	1.3709	0.1735	33.122
1	0.9869	1.3909	0.1063	34.322
1	0.9909	1.4109	0.0391	35.522
1	0.9949	1.4309	0.0681	36.722
1	0.9989	1.4509	0.1353	37.922
1	0.9971	1.4709	0.2025	39.122
1	0.9931	1.4909	0.2697	40.322
1	0.9891	1.4891	0.2631	41.522
1	0.9851	1.4691	0.1959	42.722
1	0.9811	1.4491	0.1287	43.922
1	0.9771	1.4291	0.0615	45.122
1	0.9731	1.4091	0.0457	46.322
1	0.9691	1.3891	0.1129	47.522
1	0.9651	1.3691	0.1801	48.722
1	0.9611	1.3491	0.2473	49.922
1	0.9571	1.3291	0.2855	51.122
1	0.9531	1.3091	0.2183	52.322
1	0.9491	1.2891	0.1511	53.522
1	0.9451	1.2691	0.0839	54.722
1	0.9411	1.2491	0.0233	55.922
1	0.9371	1.2291	0.0905	57.122
1	0.9331	1.2091	0.1577	58.322
1	0.9291	1.1891	0.2249	59.522
1	0.9251	1.1691	0.2921	59.278
1	0.9211	1.1491	0.2407	58.078
1	0.9171	1.1291	0.1735	56.878
1	0.9131	1.1091	0.1063	55.678
1	0.9091	1.0891	0.0391	54.478
1	0.9051	1.0691	0.0681	53.278
1	0.9011	1.0491	0.1353	52.078
1	0.8971	1.0291	0.2025	50.878
1	0.8931	1.0091	0.2697	49.678
1	0.8891	0.9891	0.2631	48.478
1	0.8851	0.9691	0.1959	47.278
1	0.8811	0.9491	0.1287	46.078
1	0.8771	0.9291	0.0615	44.878
1	0.8731	0.9091	0.0457	43.678
1	0.8691	0.8891	0.1129	42.478
1	0.8651	0.8691	0.1801	41.278
1	0.8611	0.8491	0.2473	40.078
1	0.8571	0.8291	0.2855	38.878
1	0.8531	0.8091	0.2183	37.678
1	0.8491	0.7891	0.1511	36.478
1	0.8451	0.7691	0.0839	35.278
1	0.8411	0.7491	0.0233	34.078
1	0.8371	0.7291	0.0905	32.878
1	0.8331	0.7091	0.1577	31.678
1	0.8291	0.6891	0.2249	30.478
1	0.8251	0.6691	0.2921	29.278
1	0.8211	0.6491	0.2407	28.078
1	0.8171	0.6291	0.1735	26.878
1	0.8131	0.6091	0.1063	25.678
1	0.8091	0.5891	0.0391	24.478
1	0.8051	0.5691	0.0681	23.278
1	0.8011	0.5491	0.1353	22.078
1	0.7971	0.5291	0.2025	20.878
1	0.7931	0.5091	0.2697	20.322
1	0.7891	0.5109	0.2631	21.522
1	0.7851	0.5309	0.1959	22.722
1	0.7811	0.5509	0.1287	23.922
1	0.7771	0.5709	0.0615	25.122
1	0.7731	0.5909	0.0457	26.322
1	0.7691	0.6109	0.1129	27.522
1	0.7651	0.6309	0.1801	28.722
1	0.7611	0.6509	0.2473	29.922
1	0.7571	0.6709	0.2855	31.122
1	0.7531	0.6909	0.2183	32.322
1	0.7491	0.7109	0.1511	33.522
1	0.7451	0.7309	0.0839	34.722
1	0.7411	0.7509	0.0233	35.922
1	0.7371	0.7709	0.0905	37.122
1	0.7331	0.7909	0.1577	38.322
1	0.7291	0.8109	0.2249	39.522
1	0.7251	0.8309	0.2921	40.722
1	0.7211	0.8509	0.2407	41.922
1	0.7171	0.8709	0.1735	43.122
1	0.7131	0.8909	0.1063	44.322
1	0.7091	0.9109	0.0391	45.522
1	0.7051	0.9309	0.0681	46.722
1	0.7011	0.9509	0.1353	47.922
1	0.6971	0.9709	0.2025	49.122
1	0.6931	0.9909	0.2697	50.322
1	0.6891	1.0109	0.2631	51.522
1	0.6851	1.0309	0.1959	52.722
1	0.6811	1.0509	0.1287	53.922
1	0.6771	1.0709	0.0615	55.122
1	0.6731	1.0909	0.0457	56.322
1	0.6691	1.1109	0.1129	57.522
1	0.6651	1.1309	0.1801	58.722
1	0.6611	1.1509	0.2473	59.922
1	0.6571	1.1709	0.2855	58.878
1	0.6531	1.1909	0.2183	57.678
1	0.6491	1.2109	0.1511	56.478
1	0.9176	0.9619	0.1382	44.4773
1	0.9136	0.9819	0.1298	34.8773
1	0.9096	1.0019	0.1214	25.2773
1	0.9056	1.0219	0.113	24.3227
1	0.9016	1.0419	0.1046	33.9227
1	0.8976	1.0619	0.0962	43.5227
1	0.8936	1.0819	0.0878	53.1227
1	0.8896	1.1019	0.0794	57.2773
1	0.8856	1.1219	0.071	47.6773
1	0.8816	1.1419	0.0626	38.0773
1	0.8776	1.1619	0.0542	28.4773
1	0.8736	1.1819	0.0458	21.1227
1	0.8696	1.2019	0.0374	30.7227
1	0.8656	1.2219	0.029	40.3227
1	0.8616	1.2419	0.0206	49.9227
1	0.8576	1.2619	0.0278	59.5227
1	0.8536	1.2819	0.0362	50.8773
1	0.8496	1.3019	0.0446	41.2773
1	0.8456	1.3219	0.053	31.6773
1	0.8416	1.3419	0.0614	22.0773
1	0.8376	1.3619	0.0698	27.5227
1	0.8336	1.3819	0.0782	37.1227
1	0.8296	1.4019	0.0866	46.7227
1	0.8256	1.4219	0.095	56.3227
1	0.8216	1.4419	0.1034	54.0773
1	0.8176	1.4619	0.1118	44.4773
1	0.8136	1.4819	0.1202	34.8773
1	0.8096	1.4981	0.1286	25.2773
1	0.8056	1.4781	0.137	24.3227
1	0.8016	1.4581	0.1454	33.9227
1	0.7976	1.4381	0.1538	43.5227
1	0.7936	1.4181	0.1622	53.1227
1	0.7896	1.3981	0.1706	57.2773
1	0.7856	1.3781	0.179	47.6773
1	0.7816	1.3581	0.1874	38.0773
1	0.7776	1.3381	0.1958	28.4773
1	0.7736	1.3181	0.2042	21.1227
1	0.7696	1.2981	0.2126	30.7227
1	0.7656	1.2781	0.221	40.3227
1	0.7616	1.2581	0.2294	49.9227
1	0.7576	1.2381	0.2378	59.5227
1	0.7536	1.2181	0.2462	50.8773
1	0.7496	1.1981	0.2546	41.2773
1	0.7456	1.1781	0.263	31.6773
1	0.7416	1.1581	0.2714	22.0773
1	0.7376	1.1381	0.2798	27.5227
1	0.7336	1.1181	0.2882	37.1227
1	0.7296	1.0981	0.2966	46.7227
1	0.7256	1.0781	0.295	56.3227
1	0.7216	1.0581	0.2866	54.0773
1	0.7176	1.0381	0.2782	44.4773
1	0.7136	1.0181	0.2698	34.8773
1	0.7096	0.9981	0.2614	25.2773
1	0.7056	0.9781	0.253	24.3227
1	0.7016	0.9581	0.2446	33.9227
1	0.6976	0.9381	0.2362	43.5227
1	0.6936	0.9181	0.2278	53.1227
1	0.6896	0.8981	0.2194	57.2773
1	0.6856	0.8781	0.211	47.6773
1	0.6816	0.8581	0.2026	38.0773
1	0.6776	0.8381	0.1942	28.4773
1	0.6736	0.8181	0.1858	21.1227
1	0.6696	0.7981	0.1774	30.7227
1	0.6656	0.7781	0.169	40.3227
1	0.6616	0.7581	0.1606	49.9227
1	0.6576	0.7381	0.1522	59.5227
1	0.6536	0.7181	0.1438	50.8773
1	0.6496	0.6981	0.1354	41.2773
1	0.6456	0.6781	0.127	31.6773
1	0.6416	0.6581	0.1186	22.0773
1	0.6376	0.6381	0.1102	27.5227
1	0.6336	0.6181	0.1018	37.1227
1	0.6296	0.5981	0.0934	46.7227
1	0.6256	0.5781	0.085	56.3227
1	0.6216	0.5581	0.0766	54.0773
1	0.6176	0.5381	0.0682	44.4773
1	0.6136	0.5181	0.0598	34.8773
1	0.6096	0.5019	0.0514	25.2773
1	0.6056	0.5219	0.043	24.3227
1	0.6016	0.5419	0.0346	33.9227
1	0.6024	0.5619	0.0262	43.5227
1	0.6064	0.5819	0.0222	53.1227
1	0.6104	0.6019	0.0306	57.2773
1	0.6144	0.6219	0.039	47.6773
1	0.6184	0.6419	0.0474	38.0773
1	0.6224	0.6619	0.0558	28.4773
1	0.6264	0.6819	0.0642	21.1227
1	0.6304	0.7019	0.0726	30.7227
1	0.6344	0.7219	0.081	40.3227
1	0.6384	0.7419	0.0894	49.9227
1	0.6424	0.7619	0.0978	59.5227
1	0.6464	0.7819	0.1062	50.8773
1	0.6504	0.8019	0.1146	41.2773
1	0.6544	0.8219	0.123	31.6773
1	0.6584	0.8419	0.1314	22.0773
1	0.6624	0.8619	0.1398	27.5227
1	0.6664	0.8819	0.1482	37.1227
1	0.6704	0.9019	0.1566	46.7227
1	0.6744	0.9219	0.165	56.3227
1	0.6784	0.9419	0.1734	54.0773
1	0.6824	0.9619	0.1818	44.4773
1	0.6864	0.9819	0.1902	34.8773
1	0.6904	1.0019	0.1986	25.2773
1	0.6944	1.0219	0.207	24.3227
1	0.6984	1.0419	0.2154	33.9227
1	0.7024	1.0619	0.2238	43.5227
1	0.7064	1.0819	0.2322	53.1227
1	0.7104	1.1019	0.2406	57.2773
1	0.7144	1.1219	0.249	47.6773
1	0.7184	1.1419	0.2574	38.0773
1	0.7224	1.1619	0.2658	28.4773
1	0.7264	1.1819	0.2742	21.1227
1	0.7304	1.2019	0.2826	30.7227
1	0.7344	1.2219	0.291	40.3227
1	0.7384	1.2419	0.2994	49.9227
1	0.7424	1.2619	0.2922	59.5227
1	0.7464	1.2819	0.2838	50.8773
1	0.7504	1.3019	0.2754	41.2773
1	0.7544	1.3219	0.267	31.6773
1	0.7584	1.3419	0.2586	22.0773
1	0.7624	1.3619	0.2502	27.5227
1	0.7664	1.3819	0.2418	37.1227
1	0.7704	1.4019	0.2334	46.7227
1	0.7744	1.4219	0.225	56.3227
1	0.7784	1.4419	0.2166	54.0773
1	0.7824	1.4619	0.2082	44.4773
1	0.7864	1.4819	0.1998	34.8773
1	0.7904	1.4981	0.1914	25.2773
1	0.7944	1.4781	0.183	24.3227
1	0.7984	1.4581	0.1746	33.9227
1	0.8024	1.4381	0.1662	43.5227
1	0.8064	1.4181	0.1578	53.1227
1	0.8104	1.3981	0.1494	57.2773
1	0.8144	1.3781	0.141	47.6773
1	0.8184	1.3581	0.1326	38.0773
1	0.8224	1.3381	0.1242	28.4773
1	0.8264	1.3181	0.1158	21.1227
1	0.8304	1.2981	0.1074	30.7227
1	0.8344	1.2781	0.099	40.3227
1	0.8384	1.2581	0.0906	49.9227
1	0.8424	1.2381	0.0822	59.5227
1	0.8464	1.2181	0.0738	50.8773
1	0.8504	1.1981	0.0654	41.2773
1	0.8544	1.1781	0.057	31.6773
1	0.8584	1.1581	0.0486	22.0773
1	0.8624	1.1381	0.0402	27.5227
1	0.8664	1.1181	0.0318	37.1227
1	0.8704	1.0981	0.0234	46.7227
1	0.8744	1.0781	0.025	56.3227
1	0.8784	1.0581	0.0334	54.0773
1	0.8824	1.0381	0.0418	44.4773
1	0.8864	1.0181	0.0502	34.8773
1	0.8904	0.9981	0.0586	25.2773
1	0.8944	0.9781	0.067	24.3227
1	0.8984	0.9581	0.0754	33.9227
1	0.9024	0.9381	0.0838	43.5227
1	0.9064	0.9181	0.0922	53.1227
1	0.9104	0.8981	0.1006	57.2773
1	0.9144	0.8781	0.109	47.6773
1	0.9184	0.8581	0.1174	38.0773
1	0.9224	0.8381	0.1258	28.4773
1	0.9264	0.8181	0.1342	21.1227
1	0.9304	0.7981	0.1426	30.7227
1	0.9344	0.7781	0.151	40.3227
1	0.9384	0.7581	0.1594	49.9227
1	0.9424	0.7381	0.1678	59.5227
1	0.9464	0.7181	0.1762	50.8773
