Iter	Fgutabs	k_a	k_e	V_dist	C_rest_1.1	C_rest_1.2	C_rest_1.3	C_rest_1.4	C_rest_1.5	C_rest_1.6	C_rest_1.7	C_rest_1.8	C_rest_1.9	C_rest_1.10	C_rest_1.11	C_rest_1.12	C_rest_1.13	C_rest_1.14	C_rest_1.15	C_rest_1.16	C_rest_1.17	C_rest_1.18	C_rest_1.19	C_rest_1.20	C_rest_1.21	C_rest_1.22	C_rest_1.23	C_rest_1.24	C_rest_1.25
80	0.629	1.0446	0.2108	25.8704	3.80601	8.46361	10.6055	11.3172	11.2365	10.7361	10.0321	9.24795	8.45299	7.68458	6.96165	6.2924	5.67905	5.1205	4.61394	4.15574	3.74201	3.36886	3.03256	2.72961	2.4568	2.21118	1.99007	1.79104	1.61191
81	0.667	1.0546	0.2052	27.0704	3.89208	8.65019	10.8389	11.5716	11.4994	11.0015	10.2966	9.50971	8.71055	7.9368	7.20751	6.53104	5.90973	5.34264	4.82708	4.35958	3.93636	3.55363	3.20777	2.89536	2.61326	2.35857	2.12866	1.92114	1.73383
82	0.763	1.0646	0.1996	28.2704	4.30164	9.5552	11.9727	12.7882	12.7203	12.1855	11.4236	10.5708	9.70315	8.86162	8.06696	7.32837	6.64854	6.02658	5.45975	4.94446	4.47676	4.05268	3.66842	3.32038	3.00523	2.71993	2.46166	2.2279	2.01631
83	0.859	1.0746	0.194	29.4704	4.68706	10.4057	13.0386	13.9337	13.873	13.3077	12.4966	11.5862	10.6582	9.75651	8.90343	8.10891	7.37597	6.70385	6.08982	5.53018	5.02089	4.55788	4.1372	3.75513	3.40822	3.09328	2.8074	2.54792	2.31241
84	0.955	1.0846	0.1884	30.6704	5.05118	11.2082	14.0444	15.0166	14.9659	14.376	13.5228	12.5625	11.5816	10.6267	9.7216	8.87682	8.09576	7.37782	6.7203	6.11948	5.57128	5.07156	4.61628	4.20166	3.82416	3.4805	3.16768	2.88295	2.6238
85	0.949	1.0946	0.1828	31.8704	4.87266	10.8065	13.5416	14.4871	14.453	13.9028	13.1005	12.1946	11.2674	10.363	9.50394	8.7005	7.95599	7.26999	6.64014	6.06313	5.53527	5.05278	4.61202	4.2095	3.84201	3.50653	3.20031	2.92081	2.66571
86	0.853	1.1046	0.1772	33.0704	4.25736	9.43711	11.8263	12.6595	12.6429	12.1792	11.4967	10.7235	9.93029	9.1551	8.41729	7.72573	7.08342	6.49016	5.94409	5.44253	4.98246	4.56082	4.17457	3.82089	3.49707	3.20065	2.92932	2.68098	2.45368
87	0.757	1.1146	0.1716	34.2704	3.67718	8.147	10.2104	10.9364	10.9338	10.5484	9.97519	9.32347	8.65337	7.99714	7.37125	6.7833	6.23595	5.72916	5.2615	4.83084	4.43476	4.07076	3.73642	3.42941	3.14756	2.88883	2.65134	2.43337	2.2333
88	0.661	1.1246	0.166	35.4704	3.12858	6.92817	8.68374	9.30706	9.31517	9.00032	8.52684	7.9864	7.42935	6.88266	6.36014	5.86819	5.40914	4.98306	4.58887	4.22491	3.88928	3.58001	3.29515	3.03286	2.79139	2.56911	2.36451	2.1762	2.00288
89	0.635	1.1346	0.1604	36.6704	2.93164	6.48894	8.13415	8.72376	8.74127	8.45876	8.02868	7.53571	7.02627	6.52521	6.04525	5.59236	5.16874	4.77458	4.40898	4.07054	3.75759	3.46843	3.20137	2.95479	2.72715	2.51702	2.32306	2.14404	1.97881
90	0.731	1.1446	0.1548	37.8704	3.29516	7.29015	9.13973	9.80894	9.84004	9.5369	9.06907	8.53041	7.97226	7.42204	6.89382	6.39423	5.92581	5.48886	5.08254	4.7054	4.35573	4.03176	3.73173	3.45393	3.19676	2.95871	2.73837	2.53443	2.34568
91	0.827	1.1546	0.1492	39.0704	3.64326	8.0566	10.1022	10.8495	10.8969	10.578	10.0784	9.50026	8.89951	8.30591	7.73473	7.19325	6.68432	6.2084	5.76468	5.35173	4.96783	4.61117	4.27995	3.97243	3.68695	3.42196	3.17599	2.9477	2.73581
92	0.923	1.1646	0.1436	40.2704	3.97732	8.79138	11.0254	11.8498	11.916	11.586	11.0601	10.4485	9.81098	9.1795	8.57047	7.99174	7.44647	6.93526	6.4574	6.01147	5.5958	5.20856	4.84795	4.51222	4.19968	3.90876	3.63796	3.38593	3.15135
93	0.981	1.1746	0.138	41.4704	4.13825	9.14308	11.4686	12.3354	12.4198	12.0957	11.5694	10.9538	10.31	9.6707	9.05266	8.46395	7.90789	7.38524	6.89539	6.43707	6.00868	5.6085	5.23481	4.88592	4.56024	4.25623	3.97248	3.70763	3.46044
94	0.885	1.1846	0.1324	42.6704	3.65748	8.0774	10.134	10.9084	10.997	10.728	10.2816	9.75617	9.20489	8.65599	8.12405	7.61611	7.13514	6.6819	6.25599	5.85642	5.48193	5.13113	4.80265	4.49512	4.20724	3.93777	3.68555	3.44948	3.22853
95	0.789	1.1946	0.1268	43.8704	3.19683	7.05712	8.85596	9.5404	9.63036	9.41076	9.03736	8.59484	8.12883	7.66357	7.21154	6.77885	6.3681	5.98002	5.61438	5.27042	4.94717	4.64354	4.35844	4.09078	3.83952	3.60368	3.38231	3.17454	2.97952
96	0.693	1.2046	0.1212	45.0704	2.75471	6.07863	7.62992	8.22639	8.31493	8.13935	7.83232	7.46572	7.07817	6.69012	6.31216	5.94945	5.60424	5.27724	4.96832	4.67694	4.40235	4.14372	3.90019	3.67093	3.45511	3.25197	3.06077	2.8808	2.71141
97	0.603	1.2146	0.1156	46.2704	2.35309	5.19033	6.51661	7.03203	7.11731	6.97922	6.7298	6.4295	6.11072	5.79059	5.47794	5.17714	4.89011	4.61751	4.35929	4.11507	3.88429	3.66632	3.46051	3.26622	3.08281	2.90969	2.74629	2.59206	2.44649
98	0.699	1.2246	0.11	47.4704	2.67941	5.90781	7.41952	8.01335	8.12169	7.97825	7.70916	7.38218	7.03351	6.68227	6.3383	6.00649	5.68906	5.38679	5.09969	4.82742	4.56943	4.32508	4.09373	3.87471	3.66738	3.47114	3.28539	3.10958	2.94317
99	0.795	1.2346	0.1044	48.6704	2.99516	6.6015	8.29316	8.96496	9.09889	8.95429	8.6705	8.32208	7.94875	7.5714	7.20084	6.84244	6.49865	6.1704	5.8578	5.56053	5.27808	5.00982	4.75512	4.51333	4.2838	4.06594	3.85915	3.66288	3.47658
100	0.891	1.2446	0.0988	49.8704	3.30109	7.27309	9.13974	9.88921	10.0512	9.90956	9.61589	9.25116	8.85825	8.45972	8.06722	7.68657	7.32048	6.97	6.63531	6.31617	6.0121	5.72251	5.4468	5.18432	4.93447	4.69664	4.47028	4.25482	4.04974
101	0.987	1.2546	0.0932	51.0704	3.59789	7.92416	9.9612	10.7882	10.9808	10.8461	10.5473	10.1712	9.7637	9.34885	8.93905	8.54052	8.15619	7.78725	7.43398	7.09619	6.77346	6.46526	6.17099	5.89008	5.62193	5.36596	5.12165	4.88845	4.66588
102	0.917	1.2646	0.0876	52.2704	3.29051	7.24464	9.11019	9.87605	10.0672	9.96229	9.70884	9.38495	9.03174	8.67072	8.31297	7.96407	7.62668	7.30191	6.9901	6.69112	6.40469	6.13038	5.86776	5.61634	5.37568	5.14532	4.92483	4.71378	4.51178
103	0.821	1.2746	0.082	53.4704	2.90137	6.3857	8.03304	8.71694	8.89898	8.82289	8.61723	8.34973	8.0559	7.75427	7.4544	7.1611	6.87668	6.60216	6.33785	6.08373	5.8396	5.60515	5.38006	5.16398	4.95655	4.75746	4.56635	4.38292	4.20685
104	0.725	1.2846	0.0764	54.6704	2.52439	5.55415	6.98966	7.59239	7.76274	7.71111	7.548	7.33134	7.09141	6.84396	6.59709	6.35491	6.1194	5.89145	5.67138	5.45921	5.2548	5.05796	4.86845	4.68601	4.5104	4.34136	4.17865	4.02204	3.87129
105	0.629	1.2946	0.0708	55.8704	2.1588	4.74824	5.97786	6.50007	6.65617	6.62471	6.49901	6.32779	6.1364	5.93799	5.73933	5.54383	5.35316	5.1681	4.98894	4.81573	4.6484	4.48681	4.3308	4.1802	4.03482	3.89449	3.75904	3.6283	3.50211
106	0.667	1.3046	0.0652	57.0704	2.25738	4.96352	6.25151	6.80477	6.97911	6.95974	6.84302	6.67901	6.49368	6.30045	6.1062	5.91442	5.72685	5.54426	5.36701	5.19517	5.02869	4.86748	4.7114	4.56031	4.41405	4.27248	4.13545	4.00281	3.87442
107	0.763	1.3146	0.0596	58.2704	2.54734	5.5994	7.0555	7.68817	7.89768	7.89137	7.77657	7.60883	7.41683	7.21534	7.01192	6.81042	6.61273	6.41975	6.23188	6.04922	5.87178	5.69946	5.53217	5.36976	5.21212	5.05909	4.91056	4.76639	4.62644
108	0.859	1.3246	0.054	59.4704	2.83009	6.2191	7.83989	8.55226	8.79946	8.81002	8.70165	8.53499	8.34122	8.13634	7.92853	7.72193	7.51861	7.31954	7.12519	6.93571	6.75112	6.57136	6.39636	6.22599	6.06015	5.89872	5.74159	5.58864	5.43977
109	0.955	1.3346	0.0484	59.3296	3.17623	6.97777	8.80044	9.61082	9.90482	9.93674	9.83704	9.6726	9.47762	9.26963	9.05754	8.84588	8.63689	8.43168	8.23074	8.03429	7.84237	7.65495	7.47197	7.29334	7.11897	6.94877	6.78263	6.62046	6.46217
110	0.949	1.3446	0.0428	58.1296	3.24412	7.12498	8.9905	9.82958	10.147	10.2005	10.1215	9.97716	9.80162	9.61232	9.41811	9.22345	9.03059	8.84063	8.65408	8.47117	8.29197	8.11649	7.94469	7.7765	7.61186	7.45071	7.29296	7.13855	6.98741
111	0.853	1.3546	0.0372	56.9296	2.99823	6.58319	8.31106	9.09728	9.40682	9.47587	9.42438	9.31326	9.17341	9.0205	8.86247	8.70332	8.54505	8.38866	8.23462	8.08315	7.93433	7.78819	7.6447	7.50384	7.36557	7.22984	7.09661	6.96584	6.83747
112	0.757	1.3646	0.0316	55.7296	2.73694	6.00796	7.58881	8.3165	8.61407	8.69534	8.66837	8.58775	8.48106	8.36223	8.23828	8.11274	7.98739	7.8631	7.74029	7.61919	7.49987	7.38237	7.26667	7.15278	7.04066	6.93029	6.82166	6.71472	6.60946
113	0.661	1.3746	0.026	54.5296	2.45926	5.39709	6.82088	7.48391	7.76502	7.85471	7.84882	7.79551	7.71899	7.63145	7.539	7.4447	7.35009	7.25594	7.16261	7.07029	6.97907	6.88898	6.80003	6.71221	6.62553	6.53996	6.45549	6.37211	6.28981
114	0.635	1.3846	0.0204	53.3296	2.43219	5.33643	6.74797	7.41297	7.7048	7.81029	7.82295	7.78956	7.73353	7.66657	7.59453	7.52035	7.44547	7.37064	7.2962	7.22234	7.14914	7.07663	7.00484	6.93376	6.8634	6.79376	6.72481	6.65657	6.58902
115	0.731	1.3946	0.0252	52.1296	2.8798	6.29703	7.93767	8.69448	9.01193	9.11136	9.10298	9.04163	8.95463	8.85556	8.75118	8.64484	8.53821	8.4321	8.32692	8.22286	8.12	8.01838	7.91801	7.81888	7.72099	7.62431	7.52885	7.43459	7.3415
116	0.827	1.4046	0.0308	50.9296	3.35224	7.30333	9.17466	10.0169	10.3506	10.4335	10.3936	10.2939	10.1659	10.0251	9.8791	9.73169	9.58474	9.43914	9.29532	9.15349	9.01371	8.87601	8.7404	8.60684	8.47531	8.3458	8.21826	8.09267	7.969
117	0.923	1.4146	0.0364	49.7296	3.85154	8.36053	10.4668	11.3907	11.7338	11.7926	11.7132	11.5676	11.3914	11.2019	11.0078	10.8131	10.62	10.4294	10.2418	10.0573	9.87603	9.69796	9.52309	9.35135	9.1827	9.01709	8.85446	8.69477	8.53796
118	0.981	1.4246	0.042	48.5296	4.21634	9.11905	11.3774	12.3416	12.6741	12.6996	12.5774	12.3856	12.1623	11.9263	11.6866	11.4478	11.2119	10.9798	10.7521	10.5289	10.3102	10.096	9.88626	9.68082	9.47965	9.28266	9.08976	8.90086	8.71589
119	0.885	1.4346	0.0476	47.3296	3.92003	8.44728	10.5032	11.3566	11.6266	11.6153	11.47	11.2627	11.0283	10.7838	10.5374	10.2931	10.0528	9.81721	9.58673	9.36146	9.14138	8.92643	8.71652	8.51152	8.31135	8.11588	7.925	7.73861	7.55661
120	0.789	1.4446	0.0532	46.1296	3.60379	7.73753	9.58784	10.3334	10.5464	10.5047	10.3432	10.1272	9.88827	9.64179	9.39506	9.15153	8.9128	8.67958	8.4521	8.23041	8.01445	7.80411	7.59928	7.39981	7.20558	7.01644	6.83226	6.65292	6.47829
121	0.693	1.4546	0.0588	44.9296	3.26607	6.98688	8.62812	9.26903	9.43097	9.36577	9.19494	8.97711	8.7405	8.49861	8.25787	8.02127	7.79016	7.56508	7.3462	7.13351	6.9269	6.72625	6.53139	6.34217	6.15843	5.98001	5.80676	5.63853	5.47517
122	0.603	1.4646	0.0644	43.7296	2.93433	6.25435	7.69716	8.24224	8.36041	8.27789	8.10328	7.88867	7.65897	7.42603	7.19541	6.96966	6.74989	6.53653	6.32965	6.12921	5.93505	5.74701	5.56492	5.38859	5.21784	5.05251	4.89241	4.73738	4.58727
123	0.699	1.4746	0.07	42.5296	3.5146	7.46388	9.15435	9.77102	9.8806	9.75396	9.52048	9.24182	8.94729	8.65072	8.35853	8.07359	7.79713	7.52953	7.27084	7.0209	6.77948	6.54633	6.32119	6.10378	5.89385	5.69113	5.49539	5.30638	5.12387
124	0.795	1.4846	0.0756	41.3296	4.13331	8.74586	10.6901	11.3734	11.4656	11.285	10.9829	10.6309	10.263	9.89485	9.53379	9.18299	8.84371	8.5163	8.2007	7.89664	7.60379	7.32177	7.05019	6.78867	6.53685	6.29437	6.06089	5.83606	5.61958
125	0.891	1.4946	0.0812	40.1296	4.79389	10.1067	12.3113	13.0561	13.1214	12.8764	12.4953	12.0603	11.6098	11.1619	10.7244	10.3008	9.89246	9.49957	9.12195	8.75917	8.41075	8.07614	7.75484	7.4463	7.15004	6.86557	6.59241	6.33012	6.07826
126	0.987	1.4954	0.0868	38.9296	5.47245	11.5156	13.9978	14.81	14.847	14.5318	14.0639	13.5372	12.9958	12.4597	11.938	11.4345	10.9505	10.4862	10.0413	9.61496	9.20668	8.8157	8.4413	8.08279	7.73951	7.4108	7.09605	6.79467	6.50609
127	0.917	1.4854	0.0924	37.7296	5.21323	10.9724	13.3294	14.0849	14.0948	13.7657	13.2904	12.76	12.217	11.6811	11.1612	10.6609	10.1812	9.72238	9.2838	8.86483	8.46468	8.08255	7.71765	7.36921	7.0365	6.71882	6.41547	6.12582	5.84924
128	0.821	1.4754	0.098	36.5296	4.79043	10.0848	12.2439	12.9215	12.9076	12.5793	12.1159	11.6026	11.0793	10.5646	10.0667	9.58875	9.13188	8.696	8.28054	7.88476	7.5078	7.14883	6.807	6.48151	6.17157	5.87646	5.59545	5.32789	5.07311
129	0.725	1.4654	0.1036	35.3296	4.34623	9.1517	11.1047	11.7048	11.6718	11.3507	10.9065	10.4178	9.9217	9.43514	8.96572	8.51642	8.08809	7.68056	7.2932	6.92521	6.5757	6.24379	5.92862	5.62934	5.34517	5.07534	4.81913	4.57586	4.34486
130	0.629	1.4554	0.1092	34.1296	3.87838	8.16849	9.90619	10.4288	10.3814	10.0745	9.65738	9.20132	8.73998	8.2889	7.85489	7.44062	7.04676	6.67304	6.31881	5.98323	5.66538	5.36438	5.07936	4.80947	4.55392	4.31195	4.08283	3.86588	3.66046
131	0.667	1.4454	0.1148	32.9296	4.23514	8.92208	10.8143	11.3712	11.3	10.9431	10.4653	9.94597	9.42241	8.91198	8.42221	7.95596	7.51389	7.09558	6.70017	6.3266	5.97378	5.64059	5.32596	5.02887	4.74835	4.48347	4.23337	3.99722	3.77424
132	0.763	1.4354	0.1204	31.7296	4.99534	10.5263	12.7521	13.393	13.2867	12.8403	12.2511	11.6138	10.9736	10.3512	9.75554	9.19004	8.65529	8.15068	7.675	7.22685	6.80475	6.40725	6.03295	5.68049	5.34862	5.03614	4.74191	4.46487	4.20402
133	0.859	1.4254	0.126	30.5296	5.80676	12.2394	14.82	15.5468	15.3976	14.8498	14.1355	13.3667	12.5968	11.8504	11.138	10.4634	9.82718	9.22848	8.66566	8.13688	7.64023	7.17382	6.73585	6.3246	5.93845	5.57588	5.23544	4.91578	4.61564
134	0.955	1.4154	0.1316	29.3296	6.67568	14.0747	17.034	17.8491	17.6487	16.9861	16.1318	15.2165	14.3027	13.4191	12.5779	11.7835	11.0364	10.3352	9.67781	9.0619	8.48501	7.94477	7.43888	6.96518	6.52163	6.10633	5.71747	5.35337	5.01246
135	0.949	1.4054	0.1372	28.1296	6.87093	14.4905	17.5289	18.3473	18.1117	17.3967	16.4839	15.5101	14.5408	13.606	12.7184	11.8823	11.0981	10.364	9.67779	9.03658	8.43767	7.87836	7.35608	6.8684	6.41303	5.98786	5.59087	5.22019	4.8741
136	0.853	1.3954	0.1428	26.9296	6.40804	13.5182	16.3454	17.0899	16.8434	16.1461	15.2642	14.3271	13.397	12.5023	11.6549	10.8588	10.114	9.41878	8.7706	8.16664	7.60409	7.0802	6.59235	6.1381	5.71513	5.32131	4.95461	4.61319	4.29529
137	0.757	1.3854	0.1484	25.7296	5.91208	12.4758	15.0784	15.7482	15.4965	14.8257	13.9843	13.0937	12.212	11.3661	10.567	9.81812	9.11941	8.46896	7.86417	7.3022	6.78021	6.29544	5.84528	5.42729	5.03917	4.67881	4.34421	4.03354	3.74509
138	0.661	1.3754	0.154	24.5296	5.37821	11.3527	13.7153	14.3096	14.0589	13.4241	12.6339	11.8005	10.9777	10.1901	9.44798	8.75437	8.10889	7.5096	6.9539	6.43896	5.96198	5.52024	5.11119	4.73243	4.38172	4.057	3.75634	3.47796	3.2202
139	0.635	1.3654	0.1596	23.3296	5.39536	11.3926	13.758	14.3394	14.0665	13.4054	12.5883	11.7295	10.8837	10.0762	9.31709	8.60943	7.95261	7.34442	6.78201	6.26229	5.78221	5.33884	4.92941	4.55136	4.20229	3.87999	3.5824	3.30764	3.05394
140	0.731	1.3554	0.1652	22.1296	6.50282	13.7357	16.5812	17.2645	16.9103	16.0847	15.0711	14.009	12.9659	11.9722	11.0404	10.174	9.37185	8.63112	7.94799	7.31846	6.73855	6.20446	5.71265	5.25979	4.84281	4.45888	4.10539	3.77991	3.48024
141	0.827	1.3454	0.1708	20.9296	7.72474	16.3222	19.6964	20.4879	20.0377	19.0235	17.7858	16.493	15.2262	14.0223	12.8962	11.8516	10.8871	9.99885	9.18187	8.43104	7.7413	7.10783	6.52612	5.99197	5.50152	5.05121	4.63775	4.25813	3.90958
142	0.923	1.3354	0.1764	20.2704	8.83967	18.6847	22.5394	23.4227	22.8742	21.676	20.222	18.7076	17.2271	15.8235	14.5136	13.3017	12.1856	11.1603	10.22	9.35809	8.56853	7.8454	7.1832	6.57684	6.02164	5.5133	5.04786	4.62171	4.23154
143	0.981	1.3254	0.182	21.4704	8.80764	18.6237	22.4584	23.3166	22.7377	21.507	20.0213	18.4783	16.9734	15.5497	14.2244	13.0011	11.8775	10.8481	9.90638	9.04569	8.25939	7.54123	6.88541	6.28657	5.73979	5.24055	4.78472	4.36854	3.98856
144	0.885	1.3154	0.1876	22.6704	7.47179	15.8049	19.0533	19.7632	19.2453	18.1705	16.8795	15.5422	14.2407	13.0124	11.8715	10.8211	9.85874	8.9794	8.17717	7.44593	6.77972	6.17294	5.62037	5.11722	4.65908	4.24195	3.86215	3.51636	3.20152
145	0.789	1.3054	0.1932	23.8704	6.2812	13.2916	16.0187	16.6007	16.143	15.2142	14.1035	12.956	11.8417	10.7923	9.81986	8.92675	8.11055	7.36673	6.68996	6.07476	5.51582	5.00814	4.5471	4.12846	3.74834	3.4032	3.08984	2.80533	2.54701
146	0.693	1.2954	0.1988	25.0704	5.21504	11.0398	13.3012	13.7725	13.3745	12.5826	11.6399	10.6682	9.72661	8.84181	8.02377	7.27428	6.59108	5.9701	5.4066	4.89576	4.43291	4.01367	3.634	3.29021	2.97892	2.69707	2.44188	2.21084	2.00165
147	0.603	1.2854	0.2044	26.2704	4.29904	9.10434	10.9664	11.3454	11.0027	10.3332	9.53938	8.72308	7.93371	7.19349	6.5107	5.88663	5.31918	4.80475	4.33919	3.91828	3.53796	3.19442	2.88417	2.60402	2.35106	2.12267	1.91646	1.73027	1.56218
148	0.699	1.2754	0.21	27.4704	4.73088	10.023	12.0701	12.4769	12.0841	11.3293	10.4377	9.52295	8.64012	7.814	7.05367	6.36039	5.73159	5.16303	4.64985	4.18714	3.77018	3.3946	3.05636	2.75177	2.47752	2.23059	2.00826	1.80809	1.62787
149	0.795	1.2654	0.2156	28.6704	5.11736	10.8464	13.0587	13.4881	13.0466	12.211	11.2274	10.2204	9.25054	8.34481	7.51307	6.75646	6.07193	5.45458	4.89883	4.3991	3.95001	3.5466	3.1843	2.85896	2.56683	2.30454	2.06904	1.8576	1.66777
150	0.891	1.2554	0.2212	29.8704	5.46394	11.5859	13.9463	14.3936	13.9048	12.9926	11.9224	10.829	9.77782	8.7982	7.90056	7.08593	6.35072	5.68937	5.09558	4.56308	4.08586	3.65834	3.27546	2.93259	2.62558	2.3507	2.10459	1.88424	1.68695
151	0.987	1.2454	0.2268	31.0704	5.77523	12.2514	14.7445	15.206	14.6715	13.6864	12.5345	11.3599	10.2328	9.18449	8.22598	7.35811	6.5768	5.87576	5.248	4.68654	4.18474	3.73644	3.33605	2.9785	2.65924	2.37418	2.11967	1.89243	1.68956
152	0.917	1.2354	0.2324	32.2704	5.12703	10.8812	13.0933	13.4933	13.0032	12.1106	11.0699	10.0107	8.99617	8.05438	7.19513	6.41891	5.72181	5.09793	4.54073	4.0437	3.6007	3.20601	2.85448	2.54143	2.26268	2.01448	1.7935	1.59676	1.42159
153	0.821	1.2254	0.238	33.4704	4.39195	9.32541	11.2196	11.5542	11.1213	10.3415	9.43476	8.51364	7.63292	6.81691	6.07397	5.40436	4.80445	4.26891	3.79186	3.36746	2.99021	2.65503	2.35732	2.09294	1.85817	1.64973	1.46465	1.30034	1.15446
154	0.725	1.2154	0.2436	34.6704	3.71535	7.89251	9.49436	9.77087	9.39393	8.72161	7.94199	7.15134	6.39667	5.69876	5.06465	4.49443	3.98479	3.53097	3.12776	2.77002	2.45287	2.17187	1.92296	1.70253	1.50733	1.33451	1.18148	1.04601	0.926059
155	0.629	1.2054	0.2492	35.8704	3.09137	6.57015	7.90273	8.12757	7.80521	7.23553	6.57655	5.90937	5.27361	4.68674	4.15462	3.67717	3.25146	2.87333	2.53824	2.24172	1.97956	1.7479	1.54328	1.36256	1.20297	1.06207	0.937658	0.827818	0.730842
156	0.667	1.1954	0.2548	37.0704	3.14719	6.69205	8.04859	8.27235	7.93553	7.34531	6.66417	5.97565	5.32061	4.71703	4.17087	3.6819	3.24695	2.86156	2.52092	2.22029	1.9552	1.7216	1.51581	1.33458	1.17498	1.03446	0.910735	0.801804	0.705899
157	0.763	1.1854	0.2604	38.2704	3.45974	7.36032	8.85165	9.09224	8.71266	8.05281	7.29296	6.52604	5.79757	5.12752	4.5224	3.98183	3.5021	3.07809	2.70426	2.37521	2.08584	1.83153	1.60812	1.4119	1.23959	1.08829	0.955453	0.838821	0.736423
158	0.859	1.1754	0.266	39.4704	3.74655	7.97452	9.58975	9.84467	9.42383	8.69759	7.86299	7.02187	6.22413	5.49165	4.83143	4.24291	3.72183	3.2624	2.85837	2.50366	2.19257	1.91991	1.68103	1.4718	1.28858	1.12814	0.987672	0.864684	0.757008
159	0.955	1.1654	0.2716	40.6704	4.00988	8.53945	10.2687	10.5358	10.0752	9.28569	8.3801	7.46871	6.6056	5.81442	5.10268	4.46958	3.91031	3.4184	2.98691	2.60907	2.27857	1.98968	1.73728	1.51682	1.32428	1.15617	1.00938	0.881218	0.769326
160	0.949	1.1554	0.2772	41.8704	3.83911	8.1801	9.83635	10.0869	9.63643	8.86908	7.99048	7.10744	6.27237	5.50817	4.82199	4.2129	3.67606	3.20501	2.79285	2.43288	2.11884	1.84508	1.60655	1.39877	1.21782	1.06025	0.923053	0.803602	0.699605
161	0.853	1.1454	0.2828	43.0704	3.32716	7.09311	8.52928	8.74212	8.34375	7.66901	6.89774	6.12356	5.39245	4.72446	4.12578	3.59546	3.12909	2.72085	2.36454	2.05415	1.78408	1.54927	1.34524	1.168	1.01407	0.880404	0.764343	0.663573	0.576083
162	0.757	1.1354	0.2884	44.2704	2.84896	6.07698	7.30751	7.48628	7.13854	6.55265	5.884	5.21361	4.58138	4.00464	3.48869	3.03257	2.63235	2.28283	1.97853	1.71412	1.48466	1.2857	1.11329	0.963921	0.834557	0.722533	0.625532	0.541546	0.468832
163	0.661	1.1254	0.294	45.4704	2.40184	5.12611	6.16432	6.31226	6.01367	5.51305	4.94253	4.37118	3.83305	3.3429	2.90519	2.51902	2.18092	1.88634	1.63049	1.40875	1.21683	1.05086	0.907411	0.783485	0.676447	0.584012	0.504197	0.435283	0.375784
164	0.635	1.1154	0.2996	46.6704	2.22914	4.76023	5.72466	5.85954	5.57755	5.10687	4.57117	4.03529	3.53119	3.07273	2.66403	2.30416	1.98976	1.71647	1.47969	1.27499	1.09828	0.945865	0.814493	0.701305	0.60381	0.519849	0.447551	0.385301	0.331706
165	0.731	1.1054	0.2948	47.8704	2.48392	5.32304	6.423	6.59539	6.29719	5.78267	5.19069	4.59469	4.03137	3.51707	3.05703	2.65071	2.29471	1.9844	1.71485	1.48121	1.27901	1.10418	0.953112	0.822639	0.709983	0.612729	0.528783	0.45633	0.393799
166	0.827	1.0954	0.2892	49.0704	2.72186	5.85487	7.09029	7.30594	6.99905	6.4481	5.80628	5.15543	4.53702	3.96996	3.46078	3.00949	2.61278	2.26591	1.96368	1.70094	1.47289	1.27514	1.10378	0.955359	0.826843	0.715585	0.619281	0.535926	0.463785
167	0.923	1.0854	0.2836	50.2704	2.94392	6.35633	7.72541	7.98813	7.67832	7.09692	6.41074	5.70971	5.03999	4.42316	3.86716	3.37261	2.93645	2.55388	2.21952	1.928	1.67422	1.45352	1.26173	1.09514	0.950485	0.824899	0.715887	0.621268	0.539148
168	0.981	1.0754	0.278	51.4704	3.03366	6.57474	8.01977	8.32142	8.02561	7.44208	6.74381	6.02489	5.33429	4.69535	4.11716	3.60106	3.14436	2.74252	2.39024	2.08217	1.8132	1.57862	1.37418	1.1961	1.04102	0.906009	0.788483	0.686189	0.597158
169	0.885	1.0654	0.2724	52.6704	2.65469	5.77505	7.06985	7.36136	7.12358	6.62718	6.02439	5.3988	4.79443	4.23271	3.72238	3.2652	2.8593	2.50101	2.18595	1.90961	1.66763	1.45597	1.27098	1.10938	0.968263	0.845053	0.737499	0.64362	0.561684
170	0.789	1.0554	0.2668	53.8704	2.29671	5.01511	6.16176	6.43823	6.25128	5.83465	5.32077	4.783	4.26043	3.77247	3.32736	2.92717	2.57067	2.25498	1.97652	1.73154	1.51639	1.32767	1.16224	1.01732	0.890406	0.779287	0.682012	0.596866	0.522343
171	0.693	1.0454	0.2612	55.0704	1.95839	4.29245	5.29298	5.5498	5.40682	5.06296	4.6317	4.17646	3.73143	3.3139	2.93149	2.5864	2.27794	2.00391	1.76145	1.5475	1.35905	1.19326	1.04752	0.919486	0.807037	0.708305	0.62163	0.545549	0.478773
172	0.603	1.0354	0.2556	56.2704	1.65496	3.64103	4.506	4.74115	4.6346	4.35403	3.99582	3.61424	3.23892	2.88508	2.55965	2.2649	2.00052	1.7649	1.55577	1.37068	1.20716	1.06289	0.935706	0.823645	0.724948	0.638045	0.56154	0.494197	0.434923
173	0.699	1.0254	0.25	57.4704	1.86383	4.11601	5.1123	5.39788	5.2944	4.99016	4.59417	4.16835	3.74683	3.34745	2.97861	2.64327	2.34146	2.07159	1.83133	1.61803	1.42903	1.26179	1.11393	0.983286	0.867892	0.765999	0.676044	0.596638	0.52655
